Sat Aug 15 05:20:48 IST 2020,1294421244163563522,NEGATIVE,9423
Sat Aug 15 05:20:48 IST 2020,1294421242351628289,NEUTRAL,9
Sat Aug 15 05:20:45 IST 2020,1294421233371471872,NEGATIVE,9423
Sat Aug 15 05:20:45 IST 2020,1294421230938927111,NEUTRAL,27
Sat Aug 15 05:20:44 IST 2020,1294421228753571847,NEGATIVE,0
Sat Aug 15 05:20:44 IST 2020,1294421226643841026,NEUTRAL,46
Sat Aug 15 05:20:44 IST 2020,1294421225679323141,NEUTRAL,9
Sat Aug 15 05:20:41 IST 2020,1294421215407296512,NEUTRAL,0
Sat Aug 15 05:20:41 IST 2020,1294421214530854912,NEGATIVE,0
Sat Aug 15 05:20:40 IST 2020,1294421209174736897,NEUTRAL,0
Sat Aug 15 05:20:37 IST 2020,1294421196176535552,NEUTRAL,1010
Sat Aug 15 05:20:34 IST 2020,1294421186072530944,NEGATIVE,9423
Sat Aug 15 05:20:32 IST 2020,1294421178275319809,NEUTRAL,2
Sat Aug 15 05:20:31 IST 2020,1294421172642168832,POSITIVE,0
Sat Aug 15 05:20:29 IST 2020,1294421166241673216,NEUTRAL,329
Sat Aug 15 05:20:27 IST 2020,1294421156330496000,NEGATIVE,9423
Sat Aug 15 05:20:26 IST 2020,1294421151108575232,NEUTRAL,0
Sat Aug 15 05:20:24 IST 2020,1294421144871882762,NEUTRAL,3
Sat Aug 15 05:20:24 IST 2020,1294421144863465473,NEUTRAL,3
Sat Aug 15 05:20:24 IST 2020,1294421144821542913,NEUTRAL,3
Sat Aug 15 05:20:23 IST 2020,1294421141147324421,NEGATIVE,0
Sat Aug 15 05:20:22 IST 2020,1294421136994971651,NEGATIVE,9423
Sat Aug 15 05:20:19 IST 2020,1294421123065675777,POSITIVE,3
Sat Aug 15 05:20:18 IST 2020,1294421117218611201,NEGATIVE,9423
Sat Aug 15 05:20:18 IST 2020,1294421116925038592,NEGATIVE,0
Sat Aug 15 05:20:16 IST 2020,1294421112177090560,POSITIVE,0
Sat Aug 15 05:20:13 IST 2020,1294421096087904257,NEUTRAL,9
Sat Aug 15 05:20:10 IST 2020,1294421084880560130,NEUTRAL,0
Sat Aug 15 05:20:10 IST 2020,1294421083739901953,NEUTRAL,40
Sat Aug 15 05:20:06 IST 2020,1294421067805724673,NEUTRAL,1
Sat Aug 15 05:20:02 IST 2020,1294421049531084800,NEUTRAL,19843
Sat Aug 15 05:20:01 IST 2020,1294421049317249032,NEGATIVE,0
Sat Aug 15 05:19:59 IST 2020,1294421038403641344,NEUTRAL,19843
Sat Aug 15 05:19:58 IST 2020,1294421035303960576,NEUTRAL,0
Sat Aug 15 05:19:57 IST 2020,1294421030849728514,NEGATIVE,9423
Sat Aug 15 05:19:55 IST 2020,1294421022951854080,NEUTRAL,19843
Sat Aug 15 05:19:55 IST 2020,1294421021827706880,NEGATIVE,9423
Sat Aug 15 05:19:51 IST 2020,1294421007336452099,NEUTRAL,1
Sat Aug 15 05:19:51 IST 2020,1294421007168688130,NEUTRAL,1
Sat Aug 15 05:19:51 IST 2020,1294421003955773440,NEGATIVE,9423
Sat Aug 15 05:19:49 IST 2020,1294420998847115264,NEUTRAL,19843
Sat Aug 15 05:19:47 IST 2020,1294420989695197184,NEUTRAL,171
Sat Aug 15 05:19:46 IST 2020,1294420984469102592,NEUTRAL,1
Sat Aug 15 05:19:46 IST 2020,1294420983420465165,NEUTRAL,4196
Sat Aug 15 05:19:44 IST 2020,1294420974553698304,NEUTRAL,43
Sat Aug 15 05:19:43 IST 2020,1294420972339105793,NEGATIVE,9423
Sat Aug 15 05:19:41 IST 2020,1294420962369208322,NEGATIVE,9423
Sat Aug 15 05:19:34 IST 2020,1294420934678286336,NEUTRAL,2
Sat Aug 15 05:19:32 IST 2020,1294420925748670465,NEGATIVE,9423
Sat Aug 15 05:19:29 IST 2020,1294420911664160768,NEUTRAL,0
Sat Aug 15 05:19:25 IST 2020,1294420896573280256,NEUTRAL,757
Sat Aug 15 05:19:24 IST 2020,1294420892181766144,NEUTRAL,1
Sat Aug 15 05:19:22 IST 2020,1294420882052599809,NEUTRAL,19843
Sat Aug 15 05:19:21 IST 2020,1294420880005660678,NEUTRAL,40
Sat Aug 15 05:19:20 IST 2020,1294420873613651971,NEUTRAL,0
Sat Aug 15 05:19:18 IST 2020,1294420867842072577,NEGATIVE,9423
Sat Aug 15 05:19:18 IST 2020,1294420867636776961,NEUTRAL,339
Sat Aug 15 05:19:18 IST 2020,1294420866902753282,NEUTRAL,19843
Sat Aug 15 05:19:13 IST 2020,1294420847353114624,NEUTRAL,19843
Sat Aug 15 05:19:13 IST 2020,1294420844006060032,NEUTRAL,0
Sat Aug 15 05:19:11 IST 2020,1294420838280835074,POSITIVE,0
